ID,company_name,city,state,size,website,industry,revenue,founded,company_type,logo_url
3198,Eastman,Kingsport,TN,"10,001+ employees",http://www.eastman.com/,Chemical Manufacturing,Unknown,1920,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEWI9Pr5AyB7Q/company-logo_200_200/0/1566913506237?e=1677715200&v=beta&t=aVfs7NaUmfummBmeEqkVSCP7Dn_cLt6zCz5pxhxIiqM
3199,Elevance Health,Indianapolis,IN,"10,001+ employees",https://www.elevancehealth.com/,Hospitals and Health Care,Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHUCH2Q9_rJ2A/company-logo_200_200/0/1656408544351?e=1677715200&v=beta&t=fGLNf0faKVp1HCRPztEBa1ZjkhyGyP9ShI3SmKjIBm8
3200,Elwyn,Media,PA,"1,001-5,000 employees",http://www.elwyn.org/,Individual and Family Services,Unknown,1852,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG9NM2G2QLOvg/company-logo_200_200/0/1537455531207?e=1677715200&v=beta&t=7JHVaYdzOXQ5lJQRYGh8GRd0dRiufQZ4e8Vg-Vv7cxk
3201,Endera,Ottawa,OH,51-200 employees,http://www.enderamotors.com/,Motor Vehicle Manufacturing,Unknown,2019,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFdsQ2jOA-wEw/company-logo_200_200/0/1619545591514?e=1677715200&v=beta&t=j-vagOwcRbYNgiOc3rpNlqcE0LySAlwhf5pVarqhyIY
3202,EnergySolutions,Salt Lake City,UT,"501-1,000 employees",http://www.energysolutions.com/,Environmental Services,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFartPVg9t1tw/company-logo_200_200/0/1563477894055?e=1677715200&v=beta&t=kocfUaZZWa9kZc0J8omrYH6k02Idi2vl4JffaU1HfKk
3203,Esri,Redlands,CA,"1,001-5,000 employees",https://www.esri.com/en-us/about/about-esri/,Software Development,Unknown,1969,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE7SEkY882aSg/company-logo_200_200/0/1656114632289?e=1677715200&v=beta&t=LNXKK_NbSif9Zyp0GOhHSZmbERXH38jsHapueSEfJZw
3204,Essendant,Deerfield,IL,"5,001-10,000 employees",http://www.essendant.com/,Wholesale,Unknown,1922,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH1vdnziTPp2Q/company-logo_200_200/0/1668642890363?e=1677715200&v=beta&t=mvDgiB2cundEy8e1MROO7lZprLpgTuAvJWZctjYR2g0
3205,Etsy,Brooklyn,NY,"1,001-5,000 employees",http://www.etsy.com/,"Technology, Information and Internet",Unknown,2005,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQH54mBKd3375Q/company-logo_200_200/0/1562622034895?e=1677715200&v=beta&t=FBfarMXQzdCC9vjGpOX7k4JkD8DDMjmHG-OfJKJ_Bgo
3206,Evoqua Water Technologies,Pittsburgh,PA,"1,001-5,000 employees",https://www.evoqua.com/,Environmental Services,Unknown,2013,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFUVesI9gG_0w/company-logo_200_200/0/1519856435205?e=1677715200&v=beta&t=wzZmCfxv7MNOdcik6NLUHD_n3v7dnHudeMSBXyDqN_Q
3207,Evolve,Denver,CO,"1,001-5,000 employees",https://evolve.com/,Hospitality,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGG3JlMN7-p2g/company-logo_200_200/0/1551285488577?e=1677715200&v=beta&t=n9XnVKsARFjZ79mbiOFXWJHlyIzdowdgxq1Sbrk2nHE
3208,Extra Space Storage,Salt Lake City,UT,"1,001-5,000 employees",http://www.extraspace.com/,Real Estate,Unknown,1977,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFYhMM2w_LZ7w/company-logo_200_200/0/1521835662234?e=1677715200&v=beta&t=HM0R36C48DDpg6j9OCq94Uajv5P0N9m2TjWpzPt1QRg
3209,Fastly,San Francisco,CA,"501-1,000 employees",http://www.fastly.com/,"Technology, Information and Internet",Unknown,2011,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFFWKnKs-MBxA/company-logo_200_200/0/1625698260558?e=1677715200&v=beta&t=aOAUutwntT64Des2EfZqxF0xoEyLo2pZIFirLBrq-Lg
3210,Flexcar,Boston,MA,51-200 employees,http://www.flexcar.com/,Retail Motor Vehicles,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG_bVATnu7PKA/company-logo_200_200/0/1644350581579?e=1677715200&v=beta&t=9LZqedPdCrQLmVHKuY6RPlqoKqh9jBIjDmQ4RJkFOdM
3211,FLEETCOR,Atlanta,GA,"5,001-10,000 employees",http://www.fleetcor.com/,Financial Services,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHbnNNyn0nYUA/company-logo_200_200/0/1603331582864?e=1677715200&v=beta&t=SJVSfOdSRyk367bplXqT4Eg5_UL7s4QPs40irtgV6qk
3212,Flex,Unknown,Unknown,"10,001+ employees",https://flex.com/,"Appliances, Electrical, and Electronics Manufacturing",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQEWLl62lRPKQQ/company-logo_200_200/0/1665959466481?e=1677715200&v=beta&t=YtrC95jNvYVIuVPv6XvmN4SskOr3uVq9XjPC7Sn7qpU
3213,Flowserve Corporation,Irving,TX,"10,001+ employees",http://www.flowserve.com/,Industrial Machinery Manufacturing,Unknown,1997,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFbwE06lx4Bnw/company-logo_200_200/0/1568660558333?e=1677715200&v=beta&t=T_zTs-6fz0jtBi_22SeTUKTd7p9WGfi2ba24XaozgFU
3214,Florida Blue,Jacksonville,FL,"5,001-10,000 employees",http://www.floridablue.com/,Wellness and Fitness Services,Unknown,1954,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFooGDA5ZU2_w/company-logo_200_200/0/1625708257248?e=1677715200&v=beta&t=9wr0f4d5TAPybYR4SITAiSSbmMGYOneEP67Sf9c6-04
3215,FM Global,Johnston,RI,"5,001-10,000 employees",http://www.fmglobal.com/,Insurance,Unknown,1835,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF9NmQyw-IAdg/company-logo_200_200/0/1591895370217?e=1677715200&v=beta&t=Q1mzhinpk7eGO9oCUWzNxK4nD4_1RCqrInc07nNDkjo
3216,Franklin Fitch,Unknown,Unknown,51-200 employees,http://www.franklinfitch.com/,Staffing and Recruiting,Unknown,1902,Unknown,https://media-exp1.licdn.com/dms/image/D4E0BAQGezrVHcMfJjA/company-logo_200_200/0/1665387477773?e=1677715200&v=beta&t=kQVnNkKpj49f1rO5j8LL73A1mrQXQbnol50p5ES5syo
3217,"Fanatics, Inc.",Jacksonville,FL,"1,001-5,000 employees",http://www.fanaticsinc.com/,"Technology, Information and Internet",Unknown,1995,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF_YlWqW4AypQ/company-logo_200_200/0/1522958546873?e=1677715200&v=beta&t=7dSk5Qf7HzyJhPNnw68BYL_VBiwI_ydMMHllLoLA3oc
3218,Fender Musical Instruments Corporation,Los Angeles,CA,"1,001-5,000 employees",http://www.fender.com/,Musicians,Unknown,1946,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF5Bux_dR0aTw/company-logo_200_200/0/1649791299409?e=1677715200&v=beta&t=Mcx16PvxMuDE1xBh9YWJeqpzoxdj9K0AVaawZ5p210o
3219,Ferguson Enterprises,Newport News,VA,"10,001+ employees",http://www.ferguson.com/,Wholesale,Unknown,1953,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFIL9uLW4FYLw/company-logo_200_200/0/1599071116955?e=1677715200&v=beta&t=QnluLDVyjx4p371cEMPP1iU-JZiGe7_vll-RpBeD_Ck
3220,Fidelity Investments,Boston,MA,"10,001+ employees",http://www.fidelity.com/,Financial Services,Unknown,1946,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEp8IZ2oEGxKA/company-logo_200_200/0/1593624241969?e=1677715200&v=beta&t=ww1Tq8_Q5OlJzEuDysJY4nZxBipz0012YVpmZ5mR6pY
3221,First Republic Bank,San Francisco,CA,"5,001-10,000 employees",http://www.firstrepublic.com/,Banking,Unknown,1985,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEx60VbLIZasg/company-logo_200_200/0/1628118580540?e=1677715200&v=beta&t=1XrG6e1mX93m__2XpD8Wjo6TRpFLDPlT3rMSiKausU8
3222,First Horizon Bank,Memphis,TN,"5,001-10,000 employees",http://www.firsthorizon.com/,Financial Services,Unknown,1864,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHZzO4kWHwtrw/company-logo_200_200/0/1573249374932?e=1677715200&v=beta&t=4gD0lmB5XP_-S7LNKBMuR607w3cZOVH11Le5q22bxSY
3223,First American Title,Santa Ana,CA,"10,001+ employees",http://www.firstam.com/,Real Estate,Unknown,1889,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHtdKPuR-knIQ/company-logo_200_200/0/1567695240539?e=1677715200&v=beta&t=nSDVzooIZWoJ7PdBUQp0aVlQPOY4whbwHrRB2kp6PBc
3224,First Solar,Tempe,AZ,"5,001-10,000 employees",http://www.firstsolar.com/,Renewable Energy Semiconductor Manufacturing,Unknown,1999,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE4lDyuDRKK8Q/company-logo_200_200/0/1651856405089?e=1677715200&v=beta&t=Lu-j45ExAwCP65MpI3BFzqpnAou2bS6b-VhcsFI7c8E
3225,First Citizens Bank,Raleigh,NC,"5,001-10,000 employees",http://www.firstcitizens.com/,Banking,Unknown,1898,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFsApWfSqHOsw/company-logo_200_200/0/1519879700155?e=1677715200&v=beta&t=i6vJdTrklty0F3sMJUQAwAe2opsDIWPe9Tk7pGIRODQ
3226,First Quality,Great Neck,NY,"1,001-5,000 employees",http://www.firstquality.com/,Manufacturing,Unknown,1989,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHD3_AK4UhFlw/company-logo_200_200/0/1519883921069?e=1677715200&v=beta&t=7Bav-R1U5850bVSFd3C1x3Dyx_-vjTH2j1QvyRxZJM0
3227,Firefly Aerospace,Cedar Park,TX,201-500 employees,http://www.firefly.com/,Aviation and Aerospace Component Manufacturing,Unknown,2014,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE8dnpRO8yZkQ/company-logo_200_200/0/1533995167275?e=1677715200&v=beta&t=H68D1lvfb5ynVEplgMzduyDJalez2wppgxKdMi0ToP0
3228,Fiserv,Brookfield,WI,"10,001+ employees",http://www.fiserv.com/,IT Services and IT Consulting,Unknown,1984,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGRIlSWC39LfQ/company-logo_200_200/0/1519856119168?e=1677715200&v=beta&t=9CWGKAvwTG1gjNfKMT87PkOEO3E3ag5TFiMdLavBxPU
3229,Fitch Ratings,New York,NY,"1,001-5,000 employees",http://www.fitchratings.com/,Financial Services,Unknown,1913,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHh5g8cRkRYeQ/company-logo_200_200/0/1656698428656?e=1677715200&v=beta&t=p7DLokv7vyEOzWhwC2KoYnBQeWDFyIkNMeK-GeE7oyc
3230,Five Below,Philadelphia,PA,"10,001+ employees",http://www.fivebelow.com/,Retail,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHQFpgBJjYf-g/company-logo_200_200/0/1519856699083?e=1677715200&v=beta&t=Em3vNdH5MJoG7aHldZwRfQBTbdP-hO4io4FHvbmmeQk
3231,Flagstar Bank,Troy,MI,"5,001-10,000 employees",http://www.flagstar.com/,Banking,Unknown,1993,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEnH5wmCLnRbg/company-logo_200_200/0/1519856034111?e=1677715200&v=beta&t=6UYfdCc1SYXeXpWuBF8Xv1QOPBCLCw17QIFp0JNx0HQ
3232,Foot Locker,New York City,NY,"10,001+ employees",https://www.footlocker-inc.com/,Retail,Unknown,1989,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEalwVvg3TsVA/company-logo_200_200/0/1657201129426?e=1677715200&v=beta&t=Y5HDqARIZrwOoa0GGXDit70hYCABrP5op7eY1vArFzw
3233,Food Lion,Salisbury,NC,"10,001+ employees",http://www.foodlion.com/,Retail,Unknown,1957,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH0rAVN67VNXg/company-logo_200_200/0/1605102258396?e=1677715200&v=beta&t=k-aRiLHyita4E2vYMkw33550hIvLNjTAS-E64hwEwj0
3234,Formic,Chicago,IL,51-200 employees,http://www.formic.co/,Automation Machinery Manufacturing,Unknown,1917,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGJ0yiO7QFM7A/company-logo_200_200/0/1653454821369?e=1677715200&v=beta&t=2JnMV4t5jpq9DJlYQJ3MBzNVgtB3U-qgd2OktsNWkQs
3235,Ford Motor Company,Dearborn,MI,"10,001+ employees",https://corporate.ford.com/careers/,Motor Vehicle Manufacturing,Unknown,1903,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHZnQf3t8fKKg/company-logo_200_200/0/1620306010588?e=1677715200&v=beta&t=_08ckJN_QHgbIPWaRqvYvUtWrifA0nIVFxJIXVMKOjQ
3236,Freeport-McMoRan,Phoenix,AZ,"10,001+ employees",http://www.FMJobs.com/,Mining,Unknown,1912,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFYXWnYpp8NBw/company-logo_200_200/0/1519869468656?e=1677715200&v=beta&t=yFK5YgxzsndbxKL_AWWF8ov5PRkoFpofGAa2U9zNq0k
3237,Funko,Everett,WA,"1,001-5,000 employees",http://www.funko.com/,Manufacturing,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGiP5zcLEnBhw/company-logo_200_200/0/1625179634780?e=1677715200&v=beta&t=p4OmzogjwAWMAdvhCHZzLDfhyyz7S5Z40ylbTsLNt-8
3238,GAF,Parsippany,NJ,"1,001-5,000 employees",http://www.gaf.com/,Wholesale Building Materials,Unknown,1886,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGwV8saNBZqJA/company-logo_200_200/0/1574714262124?e=1677715200&v=beta&t=IR1jACMirJo_dG9U_aZsnnVnPx-k8QvlpzeIXOJ_KDw
3239,"GAI Consultants, Inc.",Homestead,PA,"501-1,000 employees",http://gaiconsultants.com/,Civil Engineering,Unknown,1958,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGe-4rhMCWRDQ/company-logo_200_200/0/1519856382960?e=1677715200&v=beta&t=pROx7zmxLBlfl6tbu-0dRQCBcUioMDsViodlfnRAANg
3240,GE Healthcare,Unknown,Unknown,"10,001+ employees",http://www.gehealthcare.com/,Hospitals and Health Care,Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFfb0sGGhzPgQ/company-logo_200_200/0/1658572492333?e=1677715200&v=beta&t=45M8z4tRVr-aKMxHYH_gBwBfCrwUNTB1SRDBXifuCEA
3241,"GEI Consultants, Inc.",Woburn,MA,"501-1,000 employees",http://www.geiconsultants.com/,Civil Engineering,Unknown,1970,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFW8lM6W7DmTg/company-logo_200_200/0/1609770001878?e=1677715200&v=beta&t=dMENlauCCPXdzvLk8EmU0xA6VvTCidsXXQinpJHV_-8
3242,GEICO,Chevy Chase,MD,"10,001+ employees",http://www.geico.jobs/,Insurance,Unknown,1936,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEI7KXxYmVLvA/company-logo_200_200/0/1541693499867?e=1677715200&v=beta&t=2SydmGHzNROINpxe_kliAjf97ioSdEOExuPqHAQzngg
3243,Gensler,San Francisco,CA,"5,001-10,000 employees",http://www.gensler.com/,Architecture and Planning,Unknown,1965,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEl7eKEysEhgg/company-logo_200_200/0/1519856323374?e=1677715200&v=beta&t=GiYTaErpYHUc5kmwDmUT_7FD_S_LVP0j0GxIJgO5fSE
3244,General Atomics,San Diego,CA,"10,001+ employees",http://ga.com/,Defense and Space Manufacturing,Unknown,1990,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHASqUVi2P51w/company-logo_200_200/0/1550765249184?e=1677715200&v=beta&t=NPM63STCLT-ZYfzyoCK6fh97W6wbDsOkWPRX732gz1k
3245,General Motors,Detroit,MI,"10,001+ employees",http://www.gm.com/,Motor Vehicle Manufacturing,Unknown,1991,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGi5bqIMQIO6g/company-logo_200_200/0/1644857988375?e=1677715200&v=beta&t=YdvJ0EpOVR9W84me5-3XotSZSs87bmms2rMwYgYVZ7s
3246,Genuine Parts Company,Atlanta,GA,"10,001+ employees",http://genpt.com/,Motor Vehicle Parts Manufacturing,Unknown,1925,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGWy37Pmx1g7A/company-logo_200_200/0/1650300487872?e=1677715200&v=beta&t=9l-p0eJv03i73m9qh2PcdYOs827bVyZtP082ziD0dPo
3247,Geosyntec Consultants,Boca Raton,FL,"1,001-5,000 employees",https://www.geosyntec.com/,Environmental Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEHD4vaGl0sNg/company-logo_200_200/0/1629767386829?e=1677715200&v=beta&t=a9BuE_SeW5BfpE0QQe0C_oW2AnNbrWArLJjkJMdLzMI
3248,GeoEngineers Inc.,Redmond,WA,201-500 employees,http://www.geoengineers.com/,Civil Engineering,Unknown,1980,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQHs2IMv4q1R5Q/company-logo_200_200/0/1519856113406?e=1677715200&v=beta&t=NesQUwu5LsJlbE9NrWozf06nKSXB8KfnUW1sgw2GHzg
3249,Georgia Tech Research Institute,Atlanta,GA,"1,001-5,000 employees",http://www.gtri.gatech.edu/,Research Services,Unknown,1934,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGa9Z_TlViCoQ/company-logo_200_200/0/1631899576670?e=1677715200&v=beta&t=qh-BpRNv1PWv-XNE4bCm6kXHJbKpyvc_-YDIgWSLJLQ
3250,Georgia-Pacific LLC,Atlanta,GA,"10,001+ employees",http://www.gp.com/,Paper and Forest Product Manufacturing,Unknown,1927,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGUCv-12CLbMA/company-logo_200_200/0/1519855860038?e=1677715200&v=beta&t=bogM1UHOjATyi-MXE1XIfIvJb42lHSmVhMX-73Cg2aE
3251,GoodRx,Unknown,Unknown,"501-1,000 employees",http://www.goodrx.com/,Hospitals and Health Care,Unknown,2011,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEqY0JPdZEDFw/company-logo_200_200/0/1634331203934?e=1677715200&v=beta&t=I6-KBZjqkHSft2t8pAMNPEktWiBXzHXiqPyIzfBEXAI
3252,Google,Mountain View,CA,"10,001+ employees",https://goo.gle/3m1IN7m/,"Technology, Information and Internet",Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHiNSL4Or29cg/company-logo_200_200/0/1519856215226?e=1677715200&v=beta&t=5kvof9cma5jeQtGN55OqIiCDH_7oB3RSXuO0DwlZdPE
3253,Gartner,Stamford,CT,"10,001+ employees",https://gtnr.it/3vpPW81/,Information Services,Unknown,1979,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGyRzbB8_BYkg/company-logo_200_200/0/1561988236856?e=1677715200&v=beta&t=cEG_dugVsfs3pdu3wgTccE_rUGrv5QSppqRoO667evI
3254,Getty Images,Seattle,WA,"1,001-5,000 employees",http://www.gettyimages.com/,Photography,Unknown,1995,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEtXuce1HOWxQ/company-logo_200_200/0/1625167479409?e=1677715200&v=beta&t=0Ob24xz0K6Qo-wEoX6tYT1TC9emCv4WDQM6BLQpdaDA
3255,Gilead Sciences,Foster City,CA,"10,001+ employees",http://www.gilead.com/,Biotechnology Research,Unknown,1987,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEHe2usl8CEcA/company-logo_200_200/0/1656692115504?e=1677715200&v=beta&t=WDFwQYviX0jmkVrmmqJVfw0VUbF6yNgxYVQVDZ-9tq4
3256,GoGuardian,El Segundo,CA,201-500 employees,http://www.goguardian.com/,"Technology, Information and Internet",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGh1W7WQ_R2vA/company-logo_200_200/0/1642191625005?e=1677715200&v=beta&t=dqZsxq5LwJVAdVn-XvnZdVbvDQPcG4wkAv8Pi2DXyRY
3257,"Graphic Packaging International, LLC",Atlanta,GA,"10,001+ employees",http://www.graphicpkg.com/,Packaging and Containers Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFzaiMzaKDZ6Q/company-logo_200_200/0/1615820057138?e=1677715200&v=beta&t=AEwcnFvUbkKCsNYm7ofqb4Z25IzLLDKsMX-v5biwTm0
3258,Grubhub,Chicago,IL,"1,001-5,000 employees",http://www.grubhub.com/,"Technology, Information and Internet",Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE8RV8CyIJIFg/company-logo_200_200/0/1658935412714?e=1677715200&v=beta&t=-3w3rzCQF8c5BNochMSwth_OeD3-3ztZ2Ci_3OSzx94
3259,Guardian Industries,Auburn Hills,MI,"10,001+ employees",http://www.guardian.com/,"Glass, Ceramics and Concrete Manufacturing",Unknown,1932,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHbhx4uM9uAog/company-logo_200_200/0/1519912379431?e=1677715200&v=beta&t=YkeTPbTvy-M4e1T2eNUphFxwiyogEFjLVK_kCYDUQFQ
3260,Gulfstream Aerospace,Savannah,GA,"10,001+ employees",www.gulfstream.com/,Aviation and Aerospace Component Manufacturing,Unknown,1929,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGazPhi7HtxYg/company-logo_200_200/0/1536238323316?e=1677715200&v=beta&t=rAaJXrOjvk1MCBQfHrsUXiuMRxWvKu_7EwELWA31lg4
3261,H&R Block,Kansas City,MO,"10,001+ employees",https://www.hrblock.com/,Retail,Unknown,1955,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQE5prZkZY0C6A/company-logo_200_200/0/1573682052434?e=1677715200&v=beta&t=oza28DC5JNV4R1AXFuMezW3Bzrd-hLsk_OaL1ntZ5j0
3262,"Halozyme, Inc.",CA,San Diego,51-200 employees,http://www.halozyme.com/,Biotechnology Research,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEkWndDSP9rjA/company-logo_200_200/0/1630691957685?e=1677715200&v=beta&t=VrMPqcxUA_pTY07PwuBhNIP7A-uIZnna5UsqBmJqFkY
3263,Hallmark Cards,Kansas City,MO,"10,001+ employees",https://careers.hallmark.com/,Manufacturing,Unknown,1966,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFI7GEIp30OkQ/company-logo_200_200/0/1622563673900?e=1677715200&v=beta&t=S_PI3UjReHk37ylIAF1bgJvZXb6XNtUqqtlJdAvV8lA
3264,HCLTech,Noida,Uttar Pradesh,"10,001+ employees",http://www.hcltech.com/,IT Services and IT Consulting,Unknown,1988,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF-RIoeeMTMKQ/company-logo_200_200/0/1664197007563?e=1677715200&v=beta&t=Ow-NZwAHhipgyC6o9RtuhCQRaKcmxv1LM2ohG717r5w
3265,HDR,Omaha,NE,"10,001+ employees",http://www.hdrinc.com/,Design Services,Unknown,1917,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGfpTq19zKb0g/company-logo_200_200/0/1560873606208?e=1677715200&v=beta&t=sIbdQU8Xsm2v64JbPioHB2F-f8me1fo4PQZHgLCdrig
3266,Hess Corporation,New York,NY,"1,001-5,000 employees",https://www.hess.com/,Oil and Gas,Unknown,1919,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFfqpSUPT2mbA/company-logo_200_200/0/1519856024158?e=1677715200&v=beta&t=4F3VLZFUvnnZrscgLjbl93XeHrLJWghp6693AuVKZqk
3267,Hach,Loveland,CO,"1,001-5,000 employees",http://www.hach.com/,Environmental Services,Unknown,1947,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG9zmfSviNhAQ/company-logo_200_200/0/1668532655387?e=1677715200&v=beta&t=bnnNFvQXJE84-fBgRPLxkwfWrzWSIO2uyDRPlQWOC_E
3268,Harris,St Paul,MN,"1,001-5,000 employees",http://www.harriscompany.com/,Construction,Unknown,1905,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGsa8GyoLdVZQ/company-logo_200_200/0/1565379936250?e=1677715200&v=beta&t=zGWTiqBk1AQ-GtmmqC57hFgjwbx-7ktKBRKjr6cXxpo
3269,Harmonic,San Jose,CA,"1,001-5,000 employees",https://www.harmonicinc.com/,Telecommunications,Unknown,1988,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGcYJ2Vor-H_Q/company-logo_200_200/0/1541409646053?e=1677715200&v=beta&t=lyy1DoeQS4w2-D6F5bAMuZnzjw0CJHNmsuAfD0YNZ-o
3270,HARMAN International,Stamford,CT,"10,001+ employees",http://www.harman.com/,Computers and Electronics Manufacturing,Unknown,1980,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQELL7UV7jjjpw/company-logo_200_200/0/1656789044657?e=1677715200&v=beta&t=AdkTUSPlT-3i1Bx5b2c96fMaNJXsCD8fl0ahHvKP_l4
3271,Haworth,Holland,MI,"5,001-10,000 employees",http://www.haworth.com/,Furniture and Home Furnishings Manufacturing,Unknown,1948,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEt3_CRnAq4lg/company-logo_200_200/0/1568661020700?e=1677715200&v=beta&t=a_4vTLFW_yn5pj1wu_r8RnBN6Vc_TN5EMefXloJl2_U
3272,Henry Ford Health,Detroit,MI,"10,001+ employees",http://www.henryford.com/,Hospitals and Health Care,Unknown,1915,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEdyDrykDA78Q/company-logo_200_200/0/1647961108851?e=1677715200&v=beta&t=VKtseACi_gxgeLBnYv3pzCa4KCA2M6K9d4sB-P3WgEg
3273,Herc Rentals,Bonita Springs,FL,"5,001-10,000 employees",http://www.HercRentals.com/,Construction,Unknown,1965,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHIqm-EqKfFDQ/company-logo_200_200/0/1553716616597?e=1677715200&v=beta&t=P-8jO564TkmJH7jOhSBtSQXttEfvykfg2E9oYga8F_0
3274,Hewlett Packard Enterprise,Houston,TX,"10,001+ employees",http://hpe.com/,IT Services and IT Consulting,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQH6qdm7VJ5BPA/company-logo_200_200/0/1593697162881?e=1677715200&v=beta&t=eGO37fExpegw_Q-HND-MjCqr00EcMP3uT1_AdYrtehk
3275,HollyFrontier,Dallas,TX,"1,001-5,000 employees",http://www.hfsinclair.com/,Oil and Gas,Unknown,1947,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQHvCmA6x9a-TQ/company-logo_200_200/0/1667308686850?e=1677715200&v=beta&t=wMs3F6x3RJRwFJgFf1toabWIgspV2FL7_JPFnKS99kk
3276,Honda Aircraft Company,Greensboro,NC,"1,001-5,000 employees",http://www.hondajet.com/,Aviation and Aerospace Component Manufacturing,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGDXnbzbiF0zw/company-logo_200_200/0/1519897981985?e=1677715200&v=beta&t=z2G3SzDCDnPy6atlV_cf1DFEtTD0URK3d6c3wziW0TY
