ID,name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url
73,Securitas Inc.,"https://www.glassdoor.com/Overview/Working-at-Securitas-EI_IE10656.11,20.htm","Stockholm, Sweden",10000+ Employees,1934,Company - Private,Security & Protective,"Securitas profits from the lack of caritas (Latin for truth, unity, and charity) in human nature. Securitas is one of the world's top security services firms, providing guards to banks, retailers, large and small businesses, and residential customers in 45 countries, mainly in North America and Europe, but also in the Middle East, Asia, and Africa. It also offers electronic systems and security software. Its purchase of US security firms Pinkerton's and Burns International Services gave Securitas a dominant position in the US security guard services market. Securitas primarily operates through three divisions: Security Services North America, Security Services Europe, and Mobile and Monitoring (alarm systems).",$10+ billion (USD),http://www.securitas.de/
74,SNOUT Pet Services,,,,,,,,,
75,Carl Warren & Company,,,,,,,,,
76,South Alliance,,,,,,,,,
77,Pitchoun Bakery,"https://www.glassdoor.com/Overview/Working-at-Pitchoun-Bakery-EI_IE1546167.11,26.htm","Los Angeles, CA",1 to 50 Employees,2015,Company - Private,Restaurants & Cafes,,$1 to $5 million (USD),http://www.pitchounbakery.com/
78,Molecular Instruments,"https://www.glassdoor.com/Overview/Working-at-Molecular-Instruments-EI_IE2046157.11,32.htm","Los Angeles, CA",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.molecularinstruments.com/
79,"Blackstone Gaming, LLC","https://www.glassdoor.com/Overview/Working-at-Blackstone-Gaming-EI_IE1145151.11,28.htm","Long Beach, CA",501 to 1000 Employees,2013,Company - Private,Gambling,"Blackstone Gaming, LLC is an innovative and rapidly growing Third-Party Provider of Proposition Player Services in the State of California, consisting of a management team with over a decade of experience in the casino gaming industry. It is our mission to work with our casino partners in essential areas such as marketing, strategy, and operations. We also pride ourselves in providing our clients valuable customer service and management support.

Problem Gambling? Call 1-800-Gambler or visit http://www.problemgambling.ca.gov",Unknown / Non-Applicable,http://www.linkedin.com/company/blackstone-gaming-llc
80,Medical Office,,,,,,,,,
81,Autozone,"https://www.glassdoor.com/Overview/Working-at-AutoZone-EI_IE610.11,19.htm","Memphis, TN",10000+ Employees,1979,Company - Public (AZO),Automotive Parts & Accessories Stores,"AutoZone is the nation's leading retailer and a leading distributor of automotive replacement parts and accessories with more than 6,000 stores in the US, Mexico, Brazil and Puerto Rico. Each store carries an extensive line for cars, sport utility vehicles, vans and light trucks, including new and remanufactured hard parts, maintenance items and accessories.

AutoZone, headquartered in Memphis, TN, is a growing Fortune 300 company with a deep commitment to serving our customers, communities and fellow AutoZoners. We have vast opportunities in our stores, distribution centers, field offices, specialty business units and Store Support Center and embrace diverse experiences, backgrounds, knowledge and ideas to strengthen our teams and business.

Our team is connected by a deep commitment to our Pledge and Values, principles established more than thirty years ago that reinforce our priorities and team culture. In addition, we constantly innovate and aspire to best serve our customers, creating new and better tools, training and outreach to serve both DIY and the professional installer customers.

From in-store tools to E-Commerce, training and development to recognition, our team has the tools to help you grow your career at AutoZone. See where your drive can take you!",$10+ billion (USD),http://careers.autozone.com/
82,"Land Mark Electric, Inc.","https://www.glassdoor.com/Overview/Working-at-Land-Mark-Electric-EI_IE343599.11,29.htm","Canoga Park, CA",51 to 200 Employees,,Company - Private,Construction,,$25 to $100 million (USD),http://www.lmela.com/
83,Overton Moore Properties,,,,,,,,,
84,Acorn Paper Products,,,,,,,,,
85,Moog Inc.,"https://www.glassdoor.com/Overview/Working-at-Moog-Inc-EI_IE950.11,19.htm","East Aurora, NY",10000+ Employees,1951,Company - Public (MOG-A),Aerospace & Defense,"Our company began in 1951 with Bill Moog’s invention, the servovalve, which became the heart of high performance motion control systems. Today, Moog is a global designer, manufacturer, & integrator of motion control parts & systems.

Headquartered in East Aurora, NY, we serve clients in 90 countries. Our operations spread to 27 countries & our personnel is nearly 12,000 strong.

Our company is made up of three main operating groups: Aircraft, Space & Defense, and Industrial. The groups are backed by a corporate function which includes things like human resources, legal, information technology, trade compliance, and more. Our high-yield systems control military/commercial aircraft, satellites, space/launch vehicles, missiles, automated industrial machinery, & marine/medical equipment. At Moog, we’re devoted to creating superior solutions that solve complex barriers.

Moog is a performance culture that empowers people to achieve great things. Our employees enjoy tackling stimulating obstacles in a trusting culture. For you, working with us can mean deeper job satisfaction, better rewards, & a great quality of life in & out of work.",$1 to $5 billion (USD),http://www.moog.com/
86,enBio Corp,,,,,,,,,
87,Cole Commercial Construction,,,,,,,,,
88,AllStaffers,"https://www.glassdoor.com/Overview/Working-at-AllStaffers-EI_IE5059305.11,22.htm","Rancho Cucamonga, CA",1 to 50 Employees,,Company - Private,HR Consulting,,Unknown / Non-Applicable,http://www.allstaffers.com/
89,CBRE,"https://www.glassdoor.com/Overview/Working-at-CBRE-EI_IE465818.11,15.htm","Dallas, TX",10000+ Employees,1906,Company - Public (CBRE),Real Estate,"CBRE is the world’s largest commercial real estate services and investment company, with the #1 global market position in leasing, property sales, outsourcing, property management and valuation. CBRE is also the largest commercial property developer in the United States, and has $129.1B of Assets Under Management within our Global Investors business. Our more than 100,000 employees serve clients in over 100 countries, including over 90% of the Fortune 100.",Unknown / Non-Applicable,http://www.cbre.com/
90,State Farm,"https://www.glassdoor.com/Overview/Working-at-State-Farm-EI_IE2990.11,21.htm","Bloomington, IL",10000+ Employees,1922,Company - Private,Insurance Carriers,"Being a good neighbor is about more than just being there when things go completely wrong. It's also about being there for all of life's moments when things go perfectly right.

With a passion for serving customers and giving back in our communities, we've been doing well by doing good for almost 100 years. And we're happy you decided to get to know us better.",$10+ billion (USD),http://www.statefarm.com/
91,PATH,"https://www.glassdoor.com/Overview/Working-at-People-Assisting-The-Homeless-EI_IE887653.11,40.htm","Los Angeles, CA",501 to 1000 Employees,1984,Nonprofit Organization,Civic & Social Services,"Since founded in 1984, PATH has pioneered bold and effective approaches to assist people experiencing homelessness. PATH operates services throughout California, connecting clients to a comprehensive continuum of homelessness prevention, street outreach, employment preparation and placement assistance, individualized case management, supportive services, interim housing, and permanent supportive housing.",$100 to $500 million (USD),http://www.epath.org/
92,T-Mobile,"https://www.glassdoor.com/Overview/Working-at-T-Mobile-EI_IE9302.11,19.htm","Bellevue, WA",10000+ Employees,2001,Company - Public (TMUS),Telecommunications Services,"At T-Mobile, we review ourselves every day–we’ve got an Un-carrier reputation to keep up! Our job is to change the wireless industry for good. So what's it really like to work here? Pros: You get to innovate, be your true self, and leave the competition in the dust. Cons: Too many ways to grow your career, and our 5G network will blow your mind!",$10+ billion (USD),http://www.t-mobile.com/
93,United Friends of the Children,"https://www.glassdoor.com/Overview/Working-at-United-Friends-of-the-Children-EI_IE505837.11,41.htm","Los Angeles, CA",1 to 50 Employees,,Nonprofit Organization,Civic & Social Services,,Unknown / Non-Applicable,http://www.unitedfriends.org/
94,Blissy LLC,,,,,,,,,
95,Sparkly Space LA,,,,,,,,,
96,"Musick, Peeler & Garrett LLP","https://www.glassdoor.com/Overview/Working-at-Musick-Peeler-EI_IE27843.11,24.htm","Los Angeles, CA",201 to 500 Employees,1945,Company - Private,Legal,"Musick Peeler & Garrett calls California its legal stomping grounds. The mid-size firm services clients across California through six offices. Musick Peeler & Garrett employs more than 100 attorneys who work in eighteen major departments with specialty practices in litigation, insurance, tax, trusts and estates, corporate, real estate, employment, and health care. Other practice areas include appellate, construction, intellectual property, toxic tort, and professional defense. The firm traces its origins to 1920's Los Angeles as three separate practices. In the 1950's the three firms merged to form Musick, Peeler, & Garrett.",$25 to $100 million (USD),http://www.musickpeeler.com/
97,HWH Luxury Living,,,,,,,,,
98,Megeredchian Law,"https://www.glassdoor.com/Overview/Working-at-Megeredchian-Law-EI_IE6581637.11,27.htm","Glendale, CA",Unknown,,Company - Public,Law Firms,,Unknown / Non-Applicable,https://megeredchianlaw.com/
99,Gaia Flooring,,,,,,,,,
100,Urban Tails Pet Spa,,,,,,,,,
101,Bridgewater Consulting Group,"https://www.glassdoor.com/Overview/Working-at-Bridgewater-Consulting-Group-EI_IE1537855.11,39.htm","Irvine, CA",51 to 200 Employees,,Private Practice / Firm,Energy & Utilities,"Bridgwater Consulting Group offers full service Technology Consulting, Management Consulting, Learning & Development Services, and Business Process Improvement Consulting. We help identify and address demanding business challenges with innovative, balanced, and measurable solutions.",$5 to $25 million (USD),http://www.bridgewcg.com/
102,Union Dental Center,,,,,,,,,
103,"Farahi Law Firm, APC","https://www.glassdoor.com/Overview/Working-at-Farahi-Law-Firm-EI_IE2556530.11,26.htm","Los Angeles, CA",1 to 50 Employees,,Private Practice / Firm,Legal,,Unknown / Non-Applicable,http://www.justinforjustice.com/
104,Lucy in the Sky,,,,,,,,,
105,Silvus Technologies,"https://www.glassdoor.com/Overview/Working-at-SILVUS-TECHNOLOGIES-EI_IE432275.11,30.htm","Los Angeles, CA",1 to 50 Employees,,Company - Private,,,$1 to $5 million (USD),http://www.silvustechnologies.com/
106,kristi harris sales inc,,,,,,,,,
107,"Omega Law Group, PC",,,,,,,,,
108,Total Care Dental & Orthodontics,,,,,,,,,
109,Law Offices of Arash Khorsandi,"https://www.glassdoor.com/Overview/Working-at-The-Law-Office-of-Arash-Khorsandi-EI_IE7511321.11,44.htm","Los Angeles, CA",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.arashlaw.com/
110,Northrop Grumman,"https://www.glassdoor.com/Overview/Working-at-Northrop-Grumman-EI_IE488.11,27.htm","Falls Church, VA",10000+ Employees,1939,Company - Public (NOC),Aerospace & Defense,"Northrop Grumman solves the toughest problems in space, aeronautics, defense and cyberspace to meet the ever-evolving needs of our customers worldwide. Our 90,000 employees are Defining Possible every day using science, technology and engineering to create and deliver advanced systems, products and services. Northrop Grumman careers and internships are as varied as your interests, with a lifetime of potential that will allow you to work together with people from many backgrounds, personal passions and disciplines.

© 2020 Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. U.S. Citizenship is required for most positions. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO.",$10+ billion (USD),http://www.northropgrumman.com/
111,Manhattan Millworks,,,,,,,,,
112,Trupath,,,,,,,,,
113,"Zum Services, Inc","https://www.glassdoor.com/Overview/Working-at-Z%C5%ABm-EI_IE2125061.11,14.htm","Redwood City, CA",51 to 200 Employees,2015,Unknown,,"Zūm is the leading provider of safe, efficient and reliable child transportation for school districts and busy families. Zūm saves schools money and parents time by providing flexible transportation options through its network of highly vetted drivers and advanced scheduling, routing and tracking technology. Founded in 2015 by Stanford and eBay alums, Zūm is backed by leading venture capital firms including Sequoia Capital, Spark Capital and BMW i Ventures. The company is headquartered in Redwood City, California. For more information, visit www.ridezum.com.",Unknown / Non-Applicable,http://www.ridezum.com/
